,NIP,1900-Q000001,1900-Q000002,1900-Q000003,1900-Q000004,1901-Q000001,1901-Q000002,1901-Q000003,1901-Q000004,1902-Q000001,1902-Q000002,1902-Q000003,1902-Q000004,1903-Q000001,FT1,FV1,FT2,FV2
653,N201501838,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
654,N201502105,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
655,N201502403,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
656,N201502433,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
657,N201502516,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
658,N201502590,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
659,N201502608,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
660,N201502630,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
661,N201502656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
662,N201502664,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
663,N201502685,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
664,N201502693,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
665,N201502740,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
666,N201502761,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
667,N201502762,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
668,N201502816,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
669,N201502841,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
670,N201502877,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
671,N201502886,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
672,N201502915,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
673,N201503003,0,0,0,0,0,0,0,0,0,0,0,3,0,6,TRAIT,1,Chirurgie
674,N201503005,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
675,N201503063,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
676,N201503079,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
677,N201503259,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
678,N201503276,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
679,N201503290,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
680,N201503431,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
681,N201503471,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
682,N201503480,0,0,0,0,0,0,0,0,0,0,4,2,0,6,TRAIT,1,Chirurgie
683,N201503545,0,0,0,0,0,0,0,0,0,0,2,2,0,6,TRAIT,1,Chirurgie
684,N201503587,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
685,N201503772,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
686,N201503860,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
687,N201503907,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
688,N201503922,0,0,0,0,0,0,0,0,0,0,0,5,0,6,TRAIT,1,Chirurgie
689,N201503946,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
690,N201503973,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
691,N201503990,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
692,N201504019,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
693,N201504055,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
694,N201504059,0,0,0,0,0,0,0,0,0,0,2,0,0,6,TRAIT,1,Chirurgie
695,N201504130,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
696,N201504157,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
697,N201504201,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
698,N201504209,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
699,N201504281,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
700,N201504323,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
701,N201504382,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
702,N201504503,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
703,N201504526,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
704,N201504609,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
705,N201504689,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
706,N201504699,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
707,N201504734,0,0,0,0,0,0,0,0,0,0,3,0,0,6,TRAIT,1,Chirurgie
708,N201504869,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
709,N201504898,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
710,N201505003,0,0,0,0,0,0,0,0,0,0,3,0,0,6,TRAIT,1,Chirurgie
711,N201505023,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
712,N201505112,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
713,N201505251,0,0,0,0,0,0,0,0,0,0,0,12,0,6,TRAIT,1,Chirurgie
714,N201505285,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
715,N201505396,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
716,N201505403,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
717,N201505424,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
718,N201505459,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
719,N201505473,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
720,N201505539,0,0,0,0,0,0,0,0,0,0,0,3,0,6,TRAIT,1,Chirurgie
721,N201505568,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
722,N201505572,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
723,N201505605,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
724,N201505671,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
725,N201505682,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
726,N201505757,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
727,N201505832,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
728,N201505841,0,0,0,0,0,0,0,0,0,0,0,2,0,6,TRAIT,1,Chirurgie
729,N201505939,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
730,N201505996,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
731,N201506242,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
732,N201506286,0,0,0,0,0,0,0,0,0,0,2,0,0,6,TRAIT,1,Chirurgie
733,N201506292,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
734,N201506332,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
735,N201506461,0,0,0,0,0,0,0,0,0,0,0,2,0,6,TRAIT,1,Chirurgie
736,N201506481,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
737,N201506622,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
738,N201506720,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
739,N201506765,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
740,N201506798,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
741,N201506807,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
742,N201506818,0,0,0,0,0,0,0,0,0,0,0,3,0,6,TRAIT,1,Chirurgie
743,N201506849,0,0,0,0,0,0,0,0,0,0,18,0,0,6,TRAIT,1,Chirurgie
744,N201506850,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
745,N201506880,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
746,N201506900,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
747,N201507075,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
748,N201507126,0,0,0,0,0,0,0,0,0,0,0,3,0,6,TRAIT,1,Chirurgie
749,N201507158,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
750,N201507198,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
751,N201600048,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
752,N201600057,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
753,N201600106,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
754,N201600339,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
755,N201600340,0,0,0,0,0,0,0,0,2,0,5,5,0,6,TRAIT,1,Chirurgie
756,N201600360,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
757,N201600448,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
758,N201600465,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
759,N201600522,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
760,N201600542,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
761,N201600568,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
762,N201600593,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
763,N201600638,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
764,N201600746,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
765,N201600777,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
766,N201600874,0,0,0,0,0,0,4,0,0,0,0,17,1,6,TRAIT,1,Chirurgie
767,N201600921,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
768,N201600999,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
769,N201601012,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
770,N201601044,0,0,0,0,0,0,0,0,0,4,0,0,0,6,TRAIT,1,Chirurgie
771,N201601079,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
772,N201601127,0,0,0,0,0,0,0,0,0,0,1,0,0,6,TRAIT,1,Chirurgie
773,N201601143,0,0,0,0,0,0,0,2,0,0,0,0,0,6,TRAIT,1,Chirurgie
774,N201601193,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
775,N201601334,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
776,N201601400,0,0,0,0,0,0,0,5,0,0,0,0,0,6,TRAIT,1,Chirurgie
777,N201601402,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
778,N201601414,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
779,N201601477,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
780,N201601495,0,0,0,0,0,0,0,0,0,0,5,0,0,6,TRAIT,1,Chirurgie
781,N201601523,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
782,N201601533,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
783,N201601545,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
784,N201601580,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
785,N201601632,0,0,0,0,0,0,0,0,0,0,0,4,0,6,TRAIT,1,Chirurgie
786,N201601642,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
787,N201601693,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
788,N201601699,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
789,N201601725,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
790,N201601749,0,0,0,0,0,0,0,0,0,0,5,0,0,6,TRAIT,1,Chirurgie
791,N201601888,0,0,0,0,0,0,0,0,0,2,0,0,0,6,TRAIT,1,Chirurgie
792,N201601927,0,0,0,0,0,0,0,2,0,2,4,0,0,6,TRAIT,1,Chirurgie
793,N201601943,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
794,N201601947,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
795,N201602001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
796,N201602029,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
797,N201602044,0,0,0,0,0,0,0,0,2,0,0,0,0,6,TRAIT,1,Chirurgie
798,N201602132,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
799,N201602149,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
800,N201602185,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
801,N201602241,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
802,N201602255,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
803,N201602290,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
804,N201602351,0,0,0,0,0,0,0,3,0,0,0,0,0,6,TRAIT,1,Chirurgie
805,N201602410,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
806,N201602437,0,0,0,0,0,0,0,3,0,0,0,0,0,6,TRAIT,1,Chirurgie
807,N201602438,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
808,N201602485,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
809,N201602537,0,0,0,0,0,0,0,0,2,2,4,0,0,6,TRAIT,1,Chirurgie
810,N201602601,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
811,N201602690,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
812,N201602829,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
813,N201602854,0,0,0,0,0,0,0,0,4,0,5,0,0,6,TRAIT,1,Chirurgie
814,N201602880,0,0,0,0,0,0,0,0,0,2,3,0,0,6,TRAIT,1,Chirurgie
815,N201602884,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
816,N201602942,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
817,N201602947,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
818,N201602978,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
819,N201602984,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
820,N201603059,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
821,N201603156,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
822,N201603181,0,0,0,0,0,0,0,5,2,0,3,3,0,6,TRAIT,1,Chirurgie
823,N201603316,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
824,N201603351,0,0,0,0,0,0,0,0,2,2,0,0,0,6,TRAIT,1,Chirurgie
825,N201603355,0,0,0,0,0,0,0,0,0,0,3,0,0,6,TRAIT,1,Chirurgie
826,N201603430,0,0,0,0,0,0,0,2,2,4,3,6,0,6,TRAIT,1,Chirurgie
827,N201603432,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
828,N201603461,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
829,N201603632,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
830,N201603639,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
831,N201603662,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
832,N201603813,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
833,N201603840,0,0,0,0,0,0,8,2,0,2,3,10,0,6,TRAIT,1,Chirurgie
834,N201603882,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
835,N201603891,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
836,N201603909,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
837,N201604050,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
838,N201604086,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
839,N201604102,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
840,N201604116,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
841,N201604140,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
842,N201604178,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
843,N201604243,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
844,N201604254,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
845,N201604379,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
846,N201604390,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
847,N201604396,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
848,N201604424,0,0,0,0,0,0,2,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
849,N201604425,0,0,0,0,0,0,0,0,0,0,0,3,0,6,TRAIT,1,Chirurgie
850,N201604439,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
851,N201604466,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
852,N201604528,0,0,0,0,0,0,2,0,2,3,0,0,0,6,TRAIT,1,Chirurgie
853,N201604665,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
854,N201604693,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
855,N201604744,0,0,0,0,0,0,0,0,5,11,2,3,0,6,TRAIT,1,Chirurgie
856,N201604799,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
857,N201604839,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
858,N201604865,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
859,N201604879,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
860,N201604898,0,0,0,0,0,0,0,0,0,0,2,0,0,6,TRAIT,1,Chirurgie
861,N201604900,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
862,N201604995,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
863,N201605019,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
864,N201605063,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
865,N201605319,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
866,N201605336,0,0,0,0,0,0,2,0,0,0,5,0,0,6,TRAIT,1,Chirurgie
867,N201605428,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
868,N201605454,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
869,N201605504,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
870,N201605558,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
871,N201605563,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
872,N201605571,0,0,0,0,0,0,2,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
873,N201605613,0,0,0,0,0,0,0,0,0,1,0,0,0,6,TRAIT,1,Chirurgie
874,N201605653,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
875,N201605658,0,0,0,0,0,0,3,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
876,N201605672,0,0,0,0,0,0,0,0,0,2,0,0,0,6,TRAIT,1,Chirurgie
877,N201605700,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
878,N201605814,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
879,N201605830,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
880,N201605901,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
881,N201605982,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
882,N201605997,0,0,0,0,0,0,2,10,11,16,14,7,0,6,TRAIT,1,Chirurgie
883,N201606026,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
884,N201606095,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
885,N201606126,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
886,N201606137,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
887,N201606140,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
888,N201606233,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
889,N201606239,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
890,N201606262,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
891,N201606277,0,0,0,0,0,0,0,0,0,2,0,3,0,6,TRAIT,1,Chirurgie
892,N201606331,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
893,N201606340,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
894,N201606342,0,0,0,0,0,0,0,0,0,2,0,0,0,6,TRAIT,1,Chirurgie
895,N201606455,0,0,0,0,0,0,0,0,0,0,0,3,0,6,TRAIT,1,Chirurgie
896,N201606570,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
897,N201606661,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
898,N201606671,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
899,N201606831,0,0,0,0,0,0,0,0,3,0,0,0,0,6,TRAIT,1,Chirurgie
900,N201606838,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
901,N201606896,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
902,N201607001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
903,N201700027,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
904,N201700043,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
905,N201700052,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
906,N201700132,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
907,N201700156,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
908,N201700195,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
909,N201700258,0,0,0,0,2,0,0,0,0,0,0,7,0,6,TRAIT,1,Chirurgie
910,N201700263,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
911,N201700324,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
912,N201700479,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
913,N201700487,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
914,N201700502,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
915,N201700527,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
916,N201700670,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
917,N201700699,0,0,0,0,0,3,0,4,0,3,3,0,0,6,TRAIT,1,Chirurgie
918,N201700704,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
919,N201700726,0,0,2,0,2,2,0,2,0,0,0,0,0,6,TRAIT,1,Chirurgie
920,N201700735,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
921,N201700788,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
922,N201700809,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
923,N201700810,0,0,0,0,0,0,0,0,0,3,0,0,0,6,TRAIT,1,Chirurgie
924,N201700822,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
925,N201700829,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
926,N201700845,0,0,0,0,0,5,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
927,N201700888,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
928,N201700901,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
929,N201701000,0,0,0,3,0,0,0,0,0,0,0,0,0,6,TRAIT,1,Chirurgie
